,Name,Review,Rating,No_of_Reviews,No_of_Followers,Cost,Cuisines,Mean Rating,Mean Reviews,Mean Followers
6071,PourHouse7,one finest open bar opened gachibowli place looks good decent ambiencethey seating arrangement rooftop indoor seating arrangementcoming fooodwas lunch sessionstarted delicious mocktailsall good one liked raspberry though didnt much variety menu mocktails still served us 8 different mocktailssoupshealthy broth soupit ok tastetom kai soup non veg one goodstartersnazakat kebab really tasty spicy couldve served mayo still goodhariyali paneer tikkagreen color soft spicywakto cylindo chickenperfectly marinated good taste loved tastehong kong paneersoft juicy couldve improvedbhutte aee kabab veg item good one tasted goodbutter garlic fishreally good taste must try pour housechicken alfredo pastadelicious cheesy pasta shredded chicken loved itclassic onions ringsbeautifully presented crispy tastygreat nawabi pizza couldve better bad serving mayo top major drawbackmain course7h biryanione delicious biryani ever must say one must try biryani lovers beautifully presentedkadai chicken spicy ok tastemiloni sabzifilled much cream buttery tasteroti basket assorted breads kind ofdessertsbrownie honey saucebrownie couldve soft thats good oneoverall place looks really good decent ambience pocket friendly prices friendly staffplace highly recommended try 7h special biryani pasta mocktails toofood4 5service5 5ambience4 5,5.0,71.0,128,1200,north indian continental chinese italian,3.35,2.69,2.8
6072,PourHouse7,pour house 7 located maruthi showroom thats pretty close ikea gachibowliambience place really spacious indoor seating club rooftop bar indoor section simple bar set vibrant paintings wall entrance cozy leather sofas black dim lighting rooftop area well done brick walls high chairs tables trees planted pots theyve dj set big screen well guys beating heat cocktails enjoying fabulous view city rooftopfood friends day lunch tried following appetizers tandoori malai broccoli broccoli marinated cheese cashew paste cooked tandoor scrumptious 4 5 crispy chapa fish fillets marinated indian masala deep fried perfection topped fried curry leaves chillies must try 5 5 chicken nachos tortilla chips topped pieces chicken red beans corn veggies delish guys another favourite 4 5 fish fingers fish fillets cut strips coated bread crumbs deep fried crispy outside tender inside came along french fries mayonnaise 5 5 moroccan chicken sticks grilled chicken skewers marinated olive oil spices smoky appetizing 4 5 jhinga nasheela prawns marinated indian masala grilled crispy medium spiced 3 5 bruschetta slices sandwich bread topped veggies cheese baked seasoned red chilli flakes honestly wasnt even bruschetta first place give miss 2 5 main course 7h special chicken biryani basmati rice cooked along pieces chicken marinated indian masala entire dish covered omelette topped fried onions truly unique terms taste presentation highly recommend biryani 5 5 spaghetti aglio e olio veg spaghetti tossed olive oil along black olives garlic chilli flakes appetizing 4 5 great nawabi pizza pizza topped chicken tikka veggies mayo although toppings generous spicy base pizza serious let hard 3 5 alishaan chicken w pieces chicken lettuce veggies along mayo sandwiched two grilled breads served along fries salad okayish 3 5 drinksso tried mocktails 5 honestly bad saviour virgin mojitothe staff polite friendlyvfm 4 5 service 4 5,4.0,65.0,410,1200,north indian continental chinese italian,3.35,2.69,2.8
6073,PourHouse7,went place couple weeks back owing buzz city placewe started haryali paneer tikka whixh extremely tender juicythe vegetarian delicacies chilly paneer bhutte de kebab loved kebab unexpectedly recommending kebabbutter garlic fish something differently exquisite topped gravy eat piece crunchy tough kudos chefnazakhat kebab mutton mazedaar kind favourites awesome tastefor maincourse 7 h biryani delicious biryani full chicken masala covered totally omelet toppingthe crispy onion rings special sauce showstoppers day totally loved itfor desserts caramelized brownie ice creamhighly recommend place everybody,5.0,181.0,1898,1200,north indian continental chinese italian,3.35,2.69,2.8
6074,PourHouse7,one beautiful rooftop party places gachibowli vicinity hitech citybeen last weekend tasted sig ature delicaciesrooftop beautiful ambiance beautiful skyline view high rise buildings surroundingstarted exotic colourful mocktails mocktails tasted good lacked fizz informed manager polite take feedback chocotina shake superbbbbstarters really liked 7 house crispy fish chicken majestic paneer ke sholayfish juicy crispy outside tasted good spices coatedthere burj khalifa onion rings appetizer innovative best sauce came withthey special biryani maincourse worth havinggreat nawabi pizza trying also nonveg pasta white saucechoco brownie vanilla ice cream gulab jamun vanilla icecream dessertsoverall good experience place offers corporate lunch dinner packages good option people looking corporate parties lunch dinner,4.0,151.0,1923,1200,north indian continental chinese italian,3.35,2.69,2.8
6075,PourHouse7,today visited place called pour house 7 gachibowlithe place indoors well rooftop seatingthe rooftop seating gives panoramic view area breezy well litthe indoor seating like party space ideal small medium sized groupscoming food really mind blowingwe tried bunch items majority tasted greatlets look items tried starting mocktails appetizers main course ending dessertsfirstly tandoori malai broccoli literally surprised mewho thought broccoli could tastyit tasted amazing creamy taste itnext crispy chapa basically crispy crump coated fried fish curry leaves seasoning gave unique flavourthis outstanding dish us loved itmorrocan chicken sticks next item one also pretty goodthe chicken slightly smoky good amount spicy seasonings topthe chicken nice tender juicy tooi love seafood ended ordering jhinga nasheelathis tasted good nothing extraordinary itit good thats itwe also chicken nachos served big bowl lots cheese salsa right seasoningloved itwe also bruschetta averagealong also ordered aalishaan chicken sandwich would say aalishaanthis goodit lacked right amount chicken overall tastynext nawabi chicken pizza really goodthe topping great lots chicken cheese true name side pizza basethe pizza base really hard dry overall brings dish still amazing toppingwe platter fish fingers fries excellentboth fish fingers fries goodafter devouring starters could go two main course dishes decided go special 7h biriyani spaghetti aglioeolioi love biriyaniit like biriyani ever tasted beforeit unique excellent tooit completely different flavour biriyanis hyderabad could guess whats secret ingredient wasthe spaghetti would say decent definitely among favouritesnow coming desserts vanilla ice cream gulab jamunsi would say dessert section provide much choicesthe jamuna decentwe also moctails markthey need improve moctailsthe one felt perfect virgin mojitoother mocktails goodwe litchi based ones orange based ones also pinacolada flavoured onebut like muchoverall would say place offers really good food ambience also greatthe drinks need immense improvementthats folksthis review placehope like,5.0,30.0,63,1200,north indian continental chinese italian,3.35,2.69,2.8
6076,PourHouse7,pathetic service one attend ask themnice place service annoy youhave think comingfirst time bad experience,1.0,1.0,1,1200,north indian continental chinese italian,3.35,2.69,2.8
6077,PourHouse7,march 15th change rating 1 today worst service ever table right across bar one cared take order till half hour staff doesnt know thing service tables unclean stick usual stupid dj soo loud got better later poor maintainince place adds everything literally go shout someone take order waiter absent minded imagine even getting glass water 40minsthe poor manager wait tables supply cutlery required people waiters standing enjoying music place one particular guy soo arrogant started back talking arguing really pathetic experience would definitely choose different place next timespecial mention dharmender attentivei havent tasted much menu white sauce penne pasta average expected flavorful consistent creamy texture wasnt chicken wings little sweet great want spicy good go drinks thing liked place stocked kalhua stock almost places seating could arranged better seats werent comfortable keep hurting knees everytime make move music dj exceptionally loud pleasant please get dj reduce volume least peak dinner hours couldnt hear anything colleagues sitting across table speaking,1.0,70.0,776,1200,north indian continental chinese italian,3.35,2.69,2.8
6078,PourHouse7,greek pizza totally worth rest goodtaste cheese fries mushroom bestprices high worth many dishes well,3.0,2.0,1,1200,north indian continental chinese italian,3.35,2.69,2.8
6079,PourHouse7,good rooftop location however ambience set properly average service uninterested service managers disappointing going time limited product availability mostly dont get product want order give limited choice,3.0,4.0,11,1200,north indian continental chinese italian,3.35,2.69,2.8
6080,PourHouse7,visited place along friends today food place really good ambience good service fine update detailed review place soon possible,5.0,54.0,63,1200,north indian continental chinese italian,3.35,2.69,2.8
6081,PourHouse7,good place short budget good food nice ambience try visit group friends fun since area big table 2,4.0,5.0,6,1200,north indian continental chinese italian,3.35,2.69,2.8
6082,PourHouse7,went team party terrace beautiful view well played music food ok ambiance 5 food 3 service 4nice place team party,4.0,42.0,56,1200,north indian continental chinese italian,3.35,2.69,2.8
6083,PourHouse7,service good specially titu good service hope visit place soongood ambience well served great place must visit,5.0,5.0,55,1200,north indian continental chinese italian,3.35,2.69,2.8
6084,PourHouse7,amazing dj night cooperative friendly staff food decent perfect place bday celebrations party enjoyingthe location pub awesome place got amazing ambience,5.0,26.0,51,1200,north indian continental chinese italian,3.35,2.69,2.8
6085,PourHouse7,love place especially weekend weekday slowbut still good place hang staff exceptional polite friendly server dharmendra efficient friendly fellow makes excellent suggestions ask visit,5.0,25.0,51,1200,north indian continental chinese italian,3.35,2.69,2.8
6086,PourHouse7,lovely place courteous staff talk peace good music visit dharmender attended us well called drinks paneer shole,4.0,3.0,2,1200,north indian continental chinese italian,3.35,2.69,2.8
6087,PourHouse7,excellent place perfect work beer catch great food great service dharamender titu good definitely keep visiting place,4.0,7.0,95,1200,north indian continental chinese italian,3.35,2.69,2.8
6088,PourHouse7,sunday ladies night much fun rooftop dining experience place specially great new moon night great food ambience though restrooms need hygiene check definitely great place chill,5.0,6.0,3,1200,north indian continental chinese italian,3.35,2.69,2.8
6089,PourHouse7,follow instagram survivingforfoodfood alfredopassta overloaded mozarella cheese chicken pizza loved food everything rooftop pub itz juz minimal place wear suitable 30 count diz place amazing bollywood nights dj need appreciate kindness towards customer visit dancefloor food really amazing 5 pourhouse bistro,5.0,56.0,78,1200,north indian continental chinese italian,3.35,2.69,2.8
6090,PourHouse7,lovely place must go loved ambience dj awesome music mind blowing would definitely like visit food drinks good,5.0,3.0,28,1200,north indian continental chinese italian,3.35,2.69,2.8
6091,PourHouse7,good staff behavior nice ambiance great place chill friends great casual hangouts casual dates cocktails ok service,5.0,6.0,4,1200,north indian continental chinese italian,3.35,2.69,2.8
6092,PourHouse7,looking place party saturday olace budget visit place loced courteous service man dharmender noor,5.0,2.0,40,1200,north indian continental chinese italian,3.35,2.69,2.8
6093,PourHouse7,lovely ambience roof top exceptional service dharmender would recommend everyone seeing place saturday night party amzazing,5.0,10.0,9,1200,north indian continental chinese italian,3.35,2.69,2.8
6094,PourHouse7,want visit place rooftop setup one places give visit food okay even price booze quite affordable zomato gold would great place visitcheers,3.0,38.0,172,1200,north indian continental chinese italian,3.35,2.69,2.8
6095,PourHouse7,rated 41 zomato quite disappointed friday night perhaps got service lil delayed music loud many smokers pizza huge cubes onions,2.0,12.0,92,1200,north indian continental chinese italian,3.35,2.69,2.8
6096,PourHouse7,place hangout friends place good night life best view roof top areawe visited place dinner weather freezing cold craving hot soupwe ordered chicken manchow soup lemon coriander soup soups perfect freezing cold eveningcomming mocktails virgin colada chatpata madness sex beach soothingstarters delicious hadhyderabadi tawa fish much flavourfullahsuni paneer tikka smooth melting mouthtandoori broccoli favourite placemain course really gudfinishing desserts hot chocolate brownie ice cream tempting sweetoverall great experience surely must visit place ambience starters loved place view,4.0,52.0,97,1200,north indian continental chinese italian,3.35,2.69,2.8
6097,PourHouse7,gachibowli new rooftop dining place captures astonishing view hyderabads new side overlooking mighty ikea dined pourhouse7 house club floor rooftopit drop dead gorgeous view weather cold chill winds put jackets back regular evening place would warm serving us nice cocktails punchy mocktails like chatpata masalathe starters great needs much improvement chicken manchow soup coriander soup really bleak place wont expecting much orders bar hyderabadi tawa fish exceptionally great turned favourite night vegetarian department ill recommend tandoori broccoli main course tangadi kebab perfectly cooked juicy chicken legs masalas cashew nut chicken chicken tikka soo tasty amazing combination rotis place improve lot handful starters rest taken care offood3 5ambience 45 5service3 5value money3 5,4.0,212.0,524,1200,north indian continental chinese italian,3.35,2.69,2.8
6098,PourHouse7,went pour house 7 gachibowli recently rooftop seating airy orderedvirgin mojito tasted okorange chat pat tasted yummychicken manchow soup tasted okhyderabadi tawa fish one crowd pleaser unfortunately couldnt please lahsuni paneer tikka paneer tikka good flavors well balancedtangdi kebab oktandoori brocolli one impressive liked lemon marmalade served itfor main course orderdbutter naan way thin oilymurg cashew nut tasted goodfor dessert brownie sides crispy could tasted betteroverall think theres room lot improvement food ambience music also better hope take constructive feedback work,3.0,42.0,1384,1200,north indian continental chinese italian,3.35,2.69,2.8
6099,PourHouse7,decent food good serviceour waiter subash nice friendlyhis presence improved ambience placetime well spent,5.0,3.0,5,1200,north indian continental chinese italian,3.35,2.69,2.8
6100,Prism Club & Kitchen,nice ambience light systems music international levelwe partied hard amazing cocktailsthe bartenders preparing cocktails shots like india ever hadits club party world,5.0,1.0,2,1200,kebab continental italian north indian,3.92,2.62,2.37
6101,Prism Club & Kitchen,went attend nucleya concert may 2019 crowded ambience great interior design definitely one kind good place party friends security nice since crowded evening thing ordered pizza okayish,5.0,25.0,133,1200,kebab continental italian north indian,3.92,2.62,2.37
6102,Prism Club & Kitchen,place lit totally enjoyed everything service set light sound magical paper bursting thing towards end given current trend clubs hyd dont find place expensive waiters bouncers friendly even busy night zaedan performing took great care,5.0,3.0,1,1200,kebab continental italian north indian,3.92,2.62,2.37
6103,Prism Club & Kitchen,well well wellthis happening place hyderabad right nowambience good great place dancei place mc sher siddharth chaturvedi event really witnessed craziest crowd hyd event really spectacularwould love go place againfull pashaa log posh place minus price,5.0,9.0,9,1200,kebab continental italian north indian,3.92,2.62,2.37
6104,Prism Club & Kitchen,visited place nucleya event super crowded v didnt even place stand since crowded service delayed overall place nice crowd issue,4.0,13.0,13,1200,kebab continental italian north indian,3.92,2.62,2.37
6105,Prism Club & Kitchen,well start nucleya event place awesome hyderabad first hard find proper club prism happened great team managed 3k people nightambience 5 5food 4 5service 4 5menu 4 5a must visit place want really enjoy clubbing,5.0,7.0,2,1200,kebab continental italian north indian,3.92,2.62,2.37
6106,Prism Club & Kitchen,loved place loved music amazing djs great food drinks expensive ambience worth experiencing sound lights special effects one best experienced partied many places mumbai however place took next level,5.0,10.0,166,1200,kebab continental italian north indian,3.92,2.62,2.37
6107,Prism Club & Kitchen,reception quite disappointing came around 7 asked come hour confirming stag entry allowed certain feelater 9 denied entry becaue apptetnyl everybody reception quite attitude trip ownthe disappointing experiences hyd,1.0,1.0,12,1200,kebab continental italian north indian,3.92,2.62,2.37
6108,Prism Club & Kitchen,believe pls dont go pathetic place hyd many pubs hyd beyond worst dont know manage huge crowd plus dont provide good service plus network issues cannot pay card force pay cash,1.0,1.0,1,1200,kebab continental italian north indian,3.92,2.62,2.37
6109,Prism Club & Kitchen,place great feel vibrant loudgood pool party time yearamazing place partyhoping visit soon,3.0,34.0,36,1200,kebab continental italian north indian,3.92,2.62,2.37
6110,Prism Club & Kitchen,great place setup truly one kind staff entitled crowd spoil experience completely absolutely pathetic hospitality lack even basic human courtesy lusty uncles snobby bouncers crew,1.0,13.0,199,1200,kebab continental italian north indian,3.92,2.62,2.37
6111,Prism Club & Kitchen,fabulous place really enjoyed time good food good cocktails trippy lights make amazing ambience peppy music cons bit pricey dj doesnt play hindi songs dont judge please p loved must visit,5.0,20.0,36,1200,kebab continental italian north indian,3.92,2.62,2.37
6112,Prism Club & Kitchen,amazing club great lighting house dj fantastic great food special mention parida server excellent service must visit place party animals,5.0,3.0,7,1200,kebab continental italian north indian,3.92,2.62,2.37
6113,Prism Club & Kitchen,vijay friendly makes sure u get ur drinks time must visit place especially vijays service would really recommend try ones,5.0,1.0,2,1200,kebab continental italian north indian,3.92,2.62,2.37
6114,Prism Club & Kitchen,prism happening place right hyderabadhuge dance floor let go n dance heart amazing lighting vibes place mindblowing #not place socializing#arena partying hard,5.0,13.0,10,1200,kebab continental italian north indian,3.92,2.62,2.37
6115,Prism Club & Kitchen,place world use entire digital capacity place blow mind house dj unbelievable beats get bouncing feet gone ritvizs show super duper hit really cool outdoor space well food amazing tried non veg farm pizza burmese rolls crowd bit mixed college kids kinda 30s 40s 50s well ambiance music covers flaws,5.0,104.0,398,1200,kebab continental italian north indian,3.92,2.62,2.37
6116,Prism Club & Kitchen,fantastic place eventawesome servicespecial shout vijay prism taking good care us definitely goin backgreat vibes,5.0,3.0,13,1200,kebab continental italian north indian,3.92,2.62,2.37
6117,Prism Club & Kitchen,place amazing friendly place hangout food drinks super employees amazing specially met santosh nice mannered guy decent look way service super,5.0,3.0,30,1200,kebab continental italian north indian,3.92,2.62,2.37
6118,Prism Club & Kitchen,amazing place good food music ambiencereally good service provided sarooj praveena really nice place kick start weekend,4.0,1.0,32,1200,kebab continental italian north indian,3.92,2.62,2.37
6119,Prism Club & Kitchen,much attitude display staff need taught manners regarding courteous guests ambience food ok,1.0,9.0,3,1200,kebab continental italian north indian,3.92,2.62,2.37
6120,Prism Club & Kitchen,hearing lot place got chance finally visit reaction wow went away pretty soonright entry confusion booking dine 830 pm didnt really make sense table blocked figure wait 20 mins manager come asked reservation manager totally rude said wife happy got table mean wow eye opener usand point realised one mostly badly managed placesno doubt huge good lighting ambience dance floor service patheticthe food average costly nothing great drinks prices higher side got drink platter left much better managed calm placethere point making huge place cant manage talk customers nicely really sure would like visit place even though hot property right really sure,1.0,46.0,74,1200,kebab continental italian north indian,3.92,2.62,2.37
6121,Prism Club & Kitchen,definitely one biggest clubs hyderabad lightning good music good well guess food improved slightly heavy pocket side definitely worth,4.0,41.0,50,1200,kebab continental italian north indian,3.92,2.62,2.37
6122,Prism Club & Kitchen,place certainly one favourites hyderabad went friday night place amazing huge dance floor amazing lights set best part place dj great crowd like cherry icingthe food good drinks place definitely must visit youre party person,5.0,56.0,276,1200,kebab continental italian north indian,3.92,2.62,2.37
6123,Prism Club & Kitchen,okay prism got attention hyderabad one best club days ambiance crazy dope swirling light moves music trust gets food good average restaurant style place lit partying fun,5.0,56.0,320,1200,kebab continental italian north indian,3.92,2.62,2.37
6124,Prism Club & Kitchen,great time place food awesome nice place chill friends appreciate rahul star patience hospitality,5.0,2.0,1,1200,kebab continental italian north indian,3.92,2.62,2.37
6125,Prism Club & Kitchen,cool place hang food good thanks rahul star amazing guy us whole event quick supportive,5.0,1.0,2,1200,kebab continental italian north indian,3.92,2.62,2.37
6126,Prism Club & Kitchen,place hyderabad really good music party got huge dance floor perfect light effects awesome crowd well,4.0,18.0,14,1200,kebab continental italian north indian,3.92,2.62,2.37
6127,Prism Club & Kitchen,visited place 3 occasions twice weekends weekday getting seats weekends difficult also entry charged couple well stag however covered billpros1 great ambience2 big dance floor3 hindi music 10pm even week days4 food finecons1 uncomfortable sitting especially wearing short dresses2 weekends service slow3 drinks tooooo expensive easily cause dent pocket,4.0,41.0,34,1200,kebab continental italian north indian,3.92,2.62,2.37
6128,Prism Club & Kitchen,poor service tasteless food went corporate party even paying much felt like worth even half value,1.0,2.0,3,1200,kebab continental italian north indian,3.92,2.62,2.37
6129,Prism Club & Kitchen,best night club hyderabad amazing hospitality fb service best djs recognized artists playing regular basis shoutout inhouse djs uplift ambience groovy tunes confetti smoke guns visual treat centre lighting piece dance floor spectacular kind glued crowd sofesticated great experience meet new people enjoy similar taste music owners done great job developing night life culture hyderabad missing staff always toes super friendlyif party freak enjoy good music drinks place regret itps space breathing room never problem washrooms super clean well lit,5.0,21.0,122,1200,kebab continental italian north indian,3.92,2.62,2.37
6130,Prism Club & Kitchen,new place financial district everyone talking known dance floor uspi went team friday night booked upper deck place doubt spacious one best dance floors hyderabad light system props good reminded club octagon gangnam seoul overall ambience good 2 levels seating ground floor suitable small groups couples upper deck sofa sets bigger groupsfood average starters like paneer tikka baby corn chicken tikka greasy main course also upto markworst thing experienced place servicei asked person attending us start main course 830 pm replied take another half hour get main course ready would fine main course got started said time many follow ups started 10 pm really pissed ruined whole experiencei wanted give 1 star giving 2 ambiencefood 25service 1ambience 4,2.0,51.0,34,1200,kebab continental italian north indian,3.92,2.62,2.37
6131,Prism Club & Kitchen,prism touted owner huge club space rightly sothe place located somewhere financial district take turn lemon tree hotel pretty much clue exactly almost stranded road much help suddenly see big lit sign word prism inscribed though conveniently covered bushes around another 100m reach parking yard finally enter premises ita huge velvety door opens big sized covered arena lack better word tell never get overcrowded dance floor place high tables next dance area couches far side beautifully lit staircase leads relaxed lounge kind seatingand one part outdoor seating projector put match screening doubles smoking zone apart pool would apt private gatheringi club expert light system sure one usp dj played majorly bollywood evening wednesday decent enough jobwhile place decked pretty well food offer didnt impress muchstartersburmese roll sweet chilli dip bit oily okay munch could done bit filling thoughpunjabi paneer tikka mint dip failed impress paneer rubbery places others charred lingering taste merely chilli nothing elsemainsprism special veggie lover pizza dish fared best thin crust good amount cheese price may seem bit costly quite worth compared dishesspaghetti take spaghetti aglio olio mushrooms black olive toppings also decentpenne alfredo regular nothing good bad also goes accompanying garlic breadi didnt find indian mains anything great needs improved lotthe dessert another downer chocolate truffle goey creamfrom mocktails section chose safest bet go crazy twist oreo shake inclusion kitkat wasnt great either lacked comfort regular oreo shakeif looking party place happening setup good crowd amazing ambience best bet food better stick safe bets pizzas pastas would give best value money alcohol also little pricey wouldnt mind place like,3.0,150.0,2135,1200,kebab continental italian north indian,3.92,2.62,2.37
6132,Prism Club & Kitchen,invitethe pub located financial district gachibowli pub currently largest hyderabad terms area enter cross way large parking space pathway overlook huge monkey like figure enjoying musicthe pub feels start soon glance falls building colorful lights ambience inside amazing spread two floors ground floor huge dance floor pubs seating area upstairs usp dance floor literally lit chandelier made led rings grooving beat music also walls lights synced thisthere also outdoor seating watch favorite matches bored head dance floor back indoorcoming foodpunjabi paneer tikka rs 325 thick cubes paneer marinated mustard curd base soft requires lot improvement strict dishburmese rolls rs 275 different kind spring rolls filled corn garlic cheese taste delectable right balance flavors enhanced sweet chilli dip issue crispy bit oilymainsfor mains exotic vegetables black pepper rice curry ok decent flavor didnt distinctive flavor pepper sauce itprism special veg pizzathe thin crust pizza loaded cheese topped veggies like zucchini best main course among served pizza decent taste much marinara base bland either pizza although crispy got busy catching tricks performed bartendersapart also served veg pulao meloni tarkari curry completely average skippeddrinkscucumber coriander mocktail cucumber coriander mocktail sweet flavor cucumber dominated slight tinge coriandergo crazythe blend oreo chocolates nothing box tasted like regular chocolate shakerecommended dishesburmese rollsprism pizza need main course place highly average terms food despite ideal place enjoy night life recommendedfood 3 5ambience 5 5vfm 4 5,3.0,57.0,457,1200,kebab continental italian north indian,3.92,2.62,2.37
6133,Prism Club & Kitchen,emerging one best clubs hyderabadfor love partying place indeed youplus points1 great space2 utilized well terms inner area private section seatings lighting dj console outer smoke area swimming pool space mini party gatherings important parking3 dance floor great unless lot clubs get crowded claustrophobic4 bar counter looks absolute great5 barmen showing juggling skills eye candy experience6 good varieties drinks improve part bit7 good finger foods get sorted party plansminus 1 food wise need improve normal nothing special different price wise competitive2 staff need bit training terms hospitality rigid spoils mood cute smile change lot things starters chicken lahsooni good garlic taste evident overpowered good thing served mini papad rolls chutney burmese rolls something relished corn green chilies cheese stuffing got favorite list fish fingers decent enough pizza good chicken farm fresh pizza toppings loaded make sure hot warm like certainly need improve pasta paneer tikka great place partying events organised prism management dont miss monday thursday mostly play bollywood commercial hits corporate crowd regular lots multi national companies neighborhood friday sunday different themes like electro techno edm partyholics blast new place hyderabadhappy partying guys ashalivelovefoodwordpresscom,4.0,333.0,2237,1200,kebab continental italian north indian,3.92,2.62,2.37
6134,Prism Club & Kitchen,evening well spent prism club kitchen place situated relatively outside main city financial district huge area offer one enjoy poolside well sitting offered near dance floor big live screens great dj lot entertainment expect placestarted food experience appetizers tried punjabi paneer tikka fish finger lehsooni murgh tikka veg burmese rolls punjabi paneer tikka good exquisite flavor top notch served along onion salad traditional mint chutney one give dish shot next fish fingers quite normal palate could improve side dip use tartar dip option favorite dish night lehsooni murgh tikka really fantastic smoky flavor garlic flakes super tender spice mix really complimenting chicken must try veg burmese rolls big disappointment extra oil could clearly avoided need work filling well outer crust rollsfor drinks tried cosmopolitan margarita passion drinks simply wonderful truly great experience overall right kind drinks placefor mains exotic vegetables black pepper sauce rice farmer chicken pizza penne white sauce pasta exotic vegetables black pepper sauce good usually dont like outlets due overpowering taste black pepper sauce somehow guys served well alongside rice farmer chicken pizza good loved overall consistency dish slight work needs put pasta didnt find much cheesy tasty place setup quite big certainly good potential improve food great place partying sure happy eating,4.0,275.0,1990,1200,kebab continental italian north indian,3.92,2.62,2.37
6135,Prism Club & Kitchen,pathetic experience place first called number check open 6 pm sunday person received call behave prism stated open 6 pm reach 630 pm staff ready respond said told open way spoke customer really annoying dont know called taken confirmation open hours came early considering giving table low treat customer secondly requested good seat crowd available manager person attitude told us seats available bold manner checked zomato plenty tables available got pinched irritation though felt lighting good order drinks friendsfinally friends feeling uncomfortable way people treating customer mosquitoes came picture full mosquitoes hissing around heads course ac turned frustration tried cancelling food ordered us everything ordered said possible cancel order order 20 minutes like wtf asked cheque paid bill without anything left place disappointing experience suggest visit place customers treated well,1.0,3.0,1,1200,kebab continental italian north indian,3.92,2.62,2.37
6136,Prism Club & Kitchen,great place party really good experience lights music visuals everything pretty awesome went friday bollywood night great fun must visit pub expensive,5.0,1.0,14,1200,kebab continental italian north indian,3.92,2.62,2.37
6137,Prism Club & Kitchen,prism best place hyderabad ive twice loved itany event best well last time holi rendezvous disappointedbut prism holi party woo surprised meits amazing well organisedarrangements decor holi stall stuff food perfect thoroughly enjoyed bit rush packed near ticket entrybut overall superb experience,5.0,2.0,69,1200,kebab continental italian north indian,3.92,2.62,2.37
6138,Prism Club & Kitchen,killer dj thumping sound system nice food summaries prism went group friendswe gala time unknowingly mc sher also came day frenzythe madness great vibe coming back,5.0,7.0,7,1200,kebab continental italian north indian,3.92,2.62,2.37
6139,Prism Club & Kitchen,pleasant place little away city place awesome like closed theatre music little boring tried crispy corn hyderabadi chicken 65 taste really delicious,4.0,10.0,3,1200,kebab continental italian north indian,3.92,2.62,2.37
6140,Prism Club & Kitchen,amazing food amazing music amazing cocktailsthis place hyderabad theres always something going prismthe space pretty huge,5.0,4.0,15,1200,kebab continental italian north indian,3.92,2.62,2.37
6141,Prism Club & Kitchen,great place party nice dance floor spacious great music one best pub hyderabadfood wise good friendly staff great service,5.0,62.0,57,1200,kebab continental italian north indian,3.92,2.62,2.37
6142,Prism Club & Kitchen,really long time visited place late review busy workthe place got good dance floor got many areas indoor pool area garden areavisited place event hilight tribe booked vip pass entry book show app near entry taped band wrist entering prism managers bouncers didnt allow us enter area saying full okay den make us seat like stand near bar counter annoying paid 3000 rupees vip entry per ticket dont allow vip area say stand near bar dan asked manager two give table said u pay 10000 per table said mentioned book show app tat pay table ur allowing us go vip area like ur wish madam dan said see r gals u least allow us enter vip area like full dan got really paronoid seee gals need safety cant common crowd didnt understood tat also dan make call hope u understand dan got table calll cheap f managers therethan got personal waiter callmy question common people cant make calls get work done better develop ur managers u taken money vip let crowd enter tat area u dont place dont issue tickets mention book show booking table separately amount make sure u serve people u toldthe drinks food great priced compared top places hyderabadevery one earns money hard work owner place plz think f common crowd u charge provide dem u charged hope u understand make changesplace good,1.0,46.0,100,1200,kebab continental italian north indian,3.92,2.62,2.37
6143,Prism Club & Kitchen,best pub hyderabad food good huge place available corporate parties dance floor lit music bass good friendly staff,5.0,10.0,27,1200,kebab continental italian north indian,3.92,2.62,2.37
6144,Prism Club & Kitchen,probably best pub ever visited cityvery spacious one doesnt feel suffocated unlike balocony terraceturned pubs cityhavent tried much food liked chicken starters much except chicken 65would definitely visit,5.0,161.0,417,1200,kebab continental italian north indian,3.92,2.62,2.37
6145,Prism Club & Kitchen,place charges entry fee cover charge ordered wasabi prawns delivered great tasted wasabi order clearly wrong cinderella mocktail insanely sweet one table could finish despite promising us hour find us indoor table sat us outdoor mosquitos werent able control citronella sticks dance floor active amazing dj though nearly enough ac smelled like sweaty guys,2.0,12.0,10,1200,kebab continental italian north indian,3.92,2.62,2.37
6146,Prism Club & Kitchen,best place rather best pub indiai really enjoy weekend parties herewhether edm bollywood hiphop place blastideal kind partiesdj rabz resident dj really great job keeping feet moving never lets impulse go downkeep rabz prism,5.0,122.0,1643,1200,kebab continental italian north indian,3.92,2.62,2.37
6147,Prism Club & Kitchen,amazing ambience food nd drinks really awesome dj rabz lit loved place continue visiting lights centre attraction,5.0,1.0,0,1200,kebab continental italian north indian,3.92,2.62,2.37
6148,Prism Club & Kitchen,place last year month dec happening place hyd recommend evryone visit enjoy place whr yu hve good food good music together whr yu chill dance bestpart place lightning wow beauty,5.0,6.0,0,1200,kebab continental italian north indian,3.92,2.62,2.37
6149,Prism Club & Kitchen,recently visited pub place really spacious food awesome met couple cool waiters ajay ranjan really nice lighting highlight place must visit,5.0,4.0,3,1200,kebab continental italian north indian,3.92,2.62,2.37
